???,??,????(?)
??,Jun-18,22.2
??,May-18,17.7
??,Apr-18,12.7
??,Mar-18,7.1
??,Feb-18,-2.1
??,Jan-18,-4.1
??,Dec-17,-2.3
??,Nov-17,4.7
??,Oct-17,14
??,Sep-17,19.3
??,Aug-17,24.6
??,Jul-17,25.7
??,Jun-17,21.9
??,May-17,18.3
??,Apr-17,13.3
??,Mar-17,5.3
??,Feb-17,-0.3
??,Jan-17,-2.1
??,Dec-16,0.9
??,Nov-16,5.7
??,Oct-16,14.4
??,Sep-16,20.8
??,Aug-16,26.1
??,Jul-16,25
??,Jun-16,22.4
??,May-16,18.3
??,Apr-16,13.5
??,Mar-16,6
??,Feb-16,-0.1
??,Jan-16,-3
??,Dec-15,1.4
??,Nov-15,8.5
??,Oct-15,13.4
??,Sep-15,19.3
??,Aug-15,24.5
??,Jul-15,24
??,Jun-15,22
??,May-15,18.2
??,Apr-15,12
??,Mar-15,5.7
??,Feb-15,0.5
??,Jan-15,-1.5
??,Dec-14,-3.1
??,Nov-14,6.9
??,Oct-14,13
??,Sep-14,19.8
??,Aug-14,23.1
??,Jul-14,24.7
??,Jun-14,21.7
??,May-14,18
??,Apr-14,12.8
??,Mar-14,6.7
??,Feb-14,1.1
??,Jan-14,-1.6
??,Dec-13,-0.5
??,Nov-13,5
??,Oct-13,13.7
??,Sep-13,19.8
??,Aug-13,26.2
??,Jul-13,25.6
??,Jun-13,22.8
??,May-13,17.6
??,Apr-13,9.3
??,Mar-13,5.2
??,Feb-13,-1.2
??,Jan-13,-4.5
??,Dec-12,-4.5
??,Nov-12,4.6
??,Oct-12,12.4
??,Sep-12,19
??,Aug-12,25.6
??,Jul-12,24.9
??,Jun-12,22
??,May-12,17.9
??,Apr-12,12
??,Mar-12,4.6
??,Feb-12,-2.7
??,Jan-12,-3.3
??,Dec-11,-1.4
??,Nov-11,9.3
??,Oct-11,11.9
??,Sep-11,19.6
??,Aug-11,24.5
??,Jul-11,24.7
??,Jun-11,21.9
??,May-11,17.2
??,Apr-11,10.5
??,Mar-11,3.3
??,Feb-11,0.5
??,Jan-11,-7.4
??,Dec-10,-1.5
??,Nov-10,5.1
??,Oct-10,12.9
??,Sep-10,20.8
??,Aug-10,26.3
??,Jul-10,25
??,Jun-10,22.3
??,May-10,16.8
??,Apr-10,9
??,Mar-10,4
??,Feb-10,0.5
??,Jan-10,-4.6
??,Dec-09,-1.4
??,Nov-09,5.9
??,Oct-09,13.5
??,Sep-09,19.7
??,Aug-09,23.8
??,Jul-09,23.2
??,Jun-09,21.5
??,May-09,17.7
??,Apr-09,11.7
??,Mar-09,5.6
??,Feb-09,2.1
??,Jan-09,-3.7
??,Dec-08,-0.3
??,Nov-08,5.7
??,Oct-08,14
??,Sep-08,20.3
??,Aug-08,23.9
??,Jul-08,25.6
??,Jun-08,20.3
??,May-08,17.1
??,Apr-08,12.6
??,Mar-08,6.1
??,Feb-08,-2.4
??,Jan-08,-2.3
??,Dec-07,0.3
??,Nov-07,4.9
??,Oct-07,13.4
??,Sep-07,20.2
??,Aug-07,25
??,Jul-07,23
??,Jun-07,21.4
??,May-07,17.1
??,Apr-07,10.8
??,Mar-07,5.5
??,Feb-07,2.7
??,Jan-07,-0.7
??,Dec-06,0.5
??,Nov-06,7.4
??,Oct-06,15.3
??,Sep-06,18.2
??,Aug-06,25.8
??,Jul-06,22.5
??,Jun-06,21.4
??,May-06,17.4
??,Apr-06,10.8
??,Mar-06,4.9
??,Feb-06,-0.4
??,Jan-06,-1
??,Dec-05,-4.6
??,Nov-05,6.5
??,Oct-05,12.7
??,Sep-05,20.8
??,Aug-05,24.2
??,Jul-05,24.5
??,Jun-05,22.1
??,May-05,16.7
??,Apr-05,12.6
??,Mar-05,3.9
??,Feb-05,-2.2
??,Jan-05,-2.9
??,Dec-04,1
??,Nov-04,7.1
??,Oct-04,12.7
??,Sep-04,19.6
??,Aug-04,24.2
??,Jul-04,24.7
??,Jun-04,21.6
??,May-04,16.9
??,Apr-04,12.3
??,Mar-04,5.1
??,Feb-04,1.4
??,Jan-04,-2.7
??,Dec-03,0.2
??,Nov-03,8.2
??,Oct-03,11.8
??,Sep-03,19.9
??,Aug-03,23.1
??,Jul-03,22.1
??,Jun-03,20.3
??,May-03,17.3
??,Apr-03,11.9
??,Mar-03,5.3
??,Feb-03,1.1
??,Jan-03,-3.7
??,Dec-02,0.6
??,Nov-02,3
??,Oct-02,10.9
??,Sep-02,19
??,Aug-02,23.2
??,Jul-02,24.2
??,Jun-02,20.9
??,May-02,16.7
??,Apr-02,13
??,Mar-02,7
??,Feb-02,0.5
??,Jan-02,-0.7
??,Jun-19,21.7
??,Jul-19,25.2
??,Aug-19,26.2
??,Sep-19,21.8
??,Oct-19,15.6
??,Nov-19,8.1
??,Dec-19,2
??,Jan-20,2.1
??,Feb-20,2.9
??,Mar-20,7.8
??,Apr-20,10.8
??,May-20,18.2
??,Jun-20,23.2
??,Jul-20,23.2
??,Aug-20,26.8
??,Sep-20,20.5
??,Oct-20,13.4
??,Nov-20,8
??,Dec-20,-0.1
??,Jan-21,-1.7
??,Feb-21,3.2
??,Mar-21,8.8
??,Apr-21,13.9
??,May-21,16.8
??,Jun-21,22.6
??,Jul-21,26.9
??,Aug-21,25.1
??,Sep-21,21.8
??,Oct-21,15
??,Nov-21,8.2
??,Dec-21,1.2
??,Jan-22,-1.4
??,Feb-22,-0.4
??,Mar-22,7.7
??,Apr-22,14.2
??,May-22,18.4
??,Jun-22,23.3
??,Jul-22,26.4
??,Aug-22,25.3
??,Sep-22,21.8
??,Oct-22,13.9
??,Nov-22,9.4
??,Dec-22,-2.4
??,Jan-23,-1.2
??,Feb-23,2
??,Mar-23,9.6
??,Apr-23,13.3
??,May-23,18.5
??,Jun-23,23.1
??,Jul-23,25.6
??,Aug-23,26.7
??,Sep-23,22.7
??,Oct-23,14.8
??,Nov-23,7.6
??,Dec-23,2.3
??,Jan-24,0.1
??,Feb-24,4
??,Mar-24,7
??,Apr-24,15.8
??,May-24,17.9
??,Jun-24,23.3
??,Jul-24,26.2
??,Aug-24,28.1
??,Sep-24,25.2
??,Oct-24,15.7
??,Nov-24,9.5
??,Dec-24,1.3
??,Jan-25,-0.3
??,Feb-25,-0.9
??,Mar-25,7.7
??,Apr-25,13.4
??,May-25,17.1
