month,region,????,?????,????,???????,????,?????,????,???????,????
2007?6?,??,"13,042,029",9.2,"3,427,067,142",26.7,"33,098,719",18.3,"16,896,418,077",12.1,"-20,056,690"
2007?7?,??,"15,319,090",8.9,"3,979,518,088",23.9,"38,704,709",18.1,"19,521,677,261",12.5,"-23,385,619"
2007?8?,??,"17,646,627",9.5,"4,538,093,218",24.0,"44,677,765",17.6,"22,521,699,576",12.5,"-27,031,138"
2007?9?,??,"19,749,483",7.4,"5,026,097,032",18.5,"49,902,028",15.1,"24,954,748,470",10.1,"-30,152,545"
2007?10?,??,"22,182,996",9.3,"5,574,586,333",19.7,"56,314,341",16.5,"28,015,494,286",11.7,"-34,131,345"
2007?11?,??,"24,679,250",9.7,"6,149,324,681",19.9,"62,724,314",17.0,"30,986,386,294",13.0,"-38,045,064"
2007?12?,??,"26,978,722",9.1,"6,645,122,826",19.2,"69,252,109",17.8,"33,968,211,788",12.8,"-42,273,387"
2006?,??,"24,717,564",1.0,"5,574,165,569",13.1,"58,774,916",15.2,"30,117,447,138",5.3,"-34,057,352"
2006?1?,??,"1,643,413",-24.4,"380,910,633",-10.6,"4,236,237",6.5,"2,153,862,969",-2.6,"-2,592,824"
2006?2?,??,"3,420,393",-14.1,"794,293,709",0.5,"8,528,817",16.2,"4,326,844,451",5.3,"-5,108,424"
2006?3?,??,"5,610,800",-11.7,"1,291,636,685",3.8,"13,454,247",13.2,"6,920,733,272",4.4,"-7,843,447"
2006?4?,??,"7,620,724",-12.1,"1,764,633,401",4.7,"18,139,883",11.7,"9,764,131,463",6.1,"-10,519,159"
2006?5?,??,"9,719,013",-8.3,"2,229,696,883",6.9,"22,988,145",13.0,"12,392,517,717",4.2,"-13,269,132"
2006?6?,??,"11,945,072",-5.7,"2,705,078,941",8.0,"27,974,747",13.3,"15,073,842,428",4.8,"-16,029,675"
2006?7?,??,"14,069,503",-3.7,"3,210,986,153",9.9,"32,768,138",13.5,"17,353,619,640",3.6,"-18,698,635"
2006?8?,??,"16,117,295",-2.4,"3,659,758,269",10.6,"37,988,232",14.0,"20,022,605,864",4.9,"-21,870,937"
2006?9?,??,"18,397,010",-0.7,"4,240,680,095",14.6,"43,366,777",15.6,"22,660,483,312",6.2,"-24,969,767"
2006?10?,??,"20,303,729",-1.0,"4,656,546,486",13.7,"48,348,187",15.9,"25,076,062,364",6.4,"-28,044,458"
2006?11?,??,"22,495,427",0.3,"5,127,456,668",14.5,"53,615,026",15.6,"27,420,477,398",4.7,"-31,119,599"
2006?12?,??,"24,717,564",1.0,"5,574,165,569",13.1,"58,774,916",15.2,"30,117,447,138",5.3,"-34,057,352"
2005?,??,"24,484,859",-18.2,"4,926,900,018",-13.0,"51,016,380",5.4,"28,612,918,299",5.0,"-26,531,521"
2005?1?,??,"2,174,814",-10.5,"426,182,698",9.5,"3,978,136",8.9,"2,211,527,338",3.2,"-1,803,322"
2005?2?,??,"3,980,439",-21.3,"790,172,208",-6.1,"7,336,655",-0.3,"4,107,431,241",0.3,"-3,356,216"
2005?3?,??,"6,351,245",-21.3,"1,244,551,576",-4.2,"11,886,550",-0.6,"6,627,715,056",1.6,"-5,535,305"
2005?4?,??,"8,666,114",-20.7,"1,685,491,722",-4.9,"16,235,041",-1.1,"9,206,279,970",0.0,"-7,568,927"
2005?5?,??,"10,604,434",-21.1,"2,085,196,886",-6.3,"20,352,142",-1.0,"11,891,588,008",2.4,"-9,747,708"
2005?6?,??,"12,671,727",-19.7,"2,504,670,844",-6.6,"24,695,470",0.6,"14,382,683,403",3.0,"-12,023,743"
2005?7?,??,"14,616,114",-20.0,"2,922,920,040",-6.5,"28,860,030",1.7,"16,748,521,184",2.7,"-14,243,916"
2005?8?,??,"16,520,587",-18.9,"3,310,121,350",-5.9,"33,308,811",3.0,"19,084,782,180",3.5,"-16,788,224"
2005?9?,??,"18,530,390",-18.3,"3,701,534,949",-6.7,"37,522,673",3.8,"21,335,954,275",4.3,"-18,992,283"
2005?10?,??,"20,498,943",-18.1,"4,096,524,215",-7.3,"41,730,899",3.6,"23,560,595,436",4.6,"-21,231,956"
2005?11?,??,"22,420,826",-18.0,"4,477,431,172",-8.7,"46,370,288",5.0,"26,199,684,478",6.2,"-23,949,462"
2005?12?,??,"24,484,859",-18.2,"4,926,900,018",-13.0,"51,016,380",5.4,"28,612,918,299",5.0,"-26,531,521"
2004?,??,"29,923,964",7.8,"5,661,252,662",-1.7,"48,382,495",15.3,"27,251,933,159",-3.5,"-18,458,531"
2004?1?,??,"2,430,602",33.9,"389,052,204",-15.6,"3,652,840",9.7,"2,143,459,414",-7.4,"-1,222,238"
2004?2?,??,"5,057,926",41.4,"841,118,456",-3.5,"7,359,202",16.7,"4,096,905,664",-13.6,"-2,301,276"
2004?3?,??,"8,071,460",44.4,"1,298,734,310",-1.0,"11,956,843",22.6,"6,525,921,202",-7.4,"-3,885,383"
2004?4?,??,"10,926,284",40.8,"1,772,085,782",-0.2,"16,416,921",24.6,"9,206,395,253",-4.7,"-5,490,637"
2004?5?,??,"13,441,129",36.4,"2,224,330,934",-0.4,"20,559,173",25.9,"11,612,316,090",-4.1,"-7,118,044"
2004?6?,??,"15,787,276",29.8,"2,680,490,503",-1.0,"24,551,892",24.0,"13,958,631,269",-2.2,"-8,764,616"
2004?7?,??,"18,272,605",26.0,"3,124,630,727",-2.3,"28,381,421",21.9,"16,304,106,074",-2.7,"-10,108,816"
2004?8?,??,"20,365,744",21.6,"3,516,211,145",-3.3,"32,352,459",21.9,"18,435,471,701",-3.0,"-11,986,715"
2004?9?,??,"22,677,887",18.6,"3,969,406,117",-5.8,"36,163,772",20.2,"20,446,779,820",-4.2,"-13,485,885"
2004?10?,??,"25,025,402",14.3,"4,418,874,705",-6.7,"40,270,705",18.3,"22,527,267,769",-5.9,"-15,245,303"
2004?11?,??,"27,333,942",11.0,"4,904,192,738",-6.1,"44,171,054",16.9,"24,675,773,227",-5.4,"-16,837,112"
2004?12?,??,"29,923,964",7.8,"5,661,252,662",-1.7,"48,382,495",15.3,"27,251,933,159",-3.5,"-18,458,531"
2003?,??,"27,769,875",7.4,"5,756,683,886",-24.1,"41,967,121",13.8,"28,230,253,712",-3.3,"-14,197,246"
2003?1?,??,"1,815,038",-1.9,"460,911,132",-46.3,"3,328,492",16.7,"2,313,905,365",-3.2,"-1,513,454"
2003?2?,??,"3,575,878",0.3,"871,256,455",-44.2,"6,304,889",17.0,"4,741,668,850",4.5,"-2,729,011"
2003?3?,??,"5,589,313",-6.0,"1,312,428,554",-43.0,"9,753,278",15.4,"7,049,447,819",2.3,"-4,163,965"
2003?4?,??,"7,760,911",-3.8,"1,776,314,946",-39.8,"13,173,669",14.0,"9,656,757,078",4.1,"-5,412,758"
2003?5?,??,"9,853,076",-4.9,"2,233,065,949",-37.4,"16,329,420",11.8,"12,111,081,117",1.8,"-6,476,344"
2003?6?,??,"12,158,555",-2.8,"2,708,118,585",-34.2,"19,804,945",13.3,"14,276,564,554",0.0,"-7,646,390"
2003?7?,??,"14,502,695",-1.6,"3,198,594,151",-31.6,"23,279,876",11.9,"16,760,608,485",-0.4,"-8,777,181"
2003?8?,??,"16,754,455",-1.1,"3,635,043,816",-30.9,"26,550,422",10.8,"19,015,125,777",-0.4,"-9,795,967"
2003?9?,??,"19,125,346",0.2,"4,214,617,941",-27.3,"30,082,505",11.4,"21,349,132,189",-0.6,"-10,957,159"
2003?10?,??,"21,894,222",1.8,"4,737,213,277",-26.3,"34,038,279",12.1,"23,950,000,946",-1.3,"-12,144,057"
2003?11?,??,"24,629,254",3.7,"5,225,477,865",-25.6,"37,795,133",12.6,"26,079,871,087",-2.5,"-13,165,879"
2003?12?,??,"27,769,875",7.4,"5,756,683,886",-24.1,"41,967,121",13.8,"28,230,253,712",-3.3,"-14,197,246"
2002?,??,"25,862,921",-11.3,"7,589,378,223",-50.9,"36,880,207",12.1,"29,196,894,447",-27.0,"-11,017,286"
2002?1?,??,"1,850,943",-21.0,"858,135,895",-28.0,"2,852,112",-4.1,"2,390,506,431",-66.4,"-1,001,169"
2002?2?,??,"3,565,009",-25.9,"1,560,501,239",-35.8,"5,389,668",-3.3,"4,536,881,129",-66.0,"-1,824,659"
2002?3?,??,"5,946,215",-20.0,"2,304,267,775",-39.1,"8,452,040",-0.5,"6,888,083,841",-64.8,"-2,505,825"
2002?4?,??,"8,067,528",-17.5,"2,952,188,713",-44.6,"11,555,166",4.9,"9,279,398,243",-57.7,"-3,487,638"
2002?5?,??,"10,363,598",-16.6,"3,568,023,408",-48.0,"14,607,078",7.8,"11,891,697,404",-50.1,"-4,243,480"
2002?6?,??,"12,502,795",-18.8,"4,112,773,438",-51.3,"17,478,126",7.4,"14,270,317,005",-45.3,"-4,975,331"
2002?7?,??,"14,740,484",-17.3,"4,677,244,857",-52.7,"20,809,669",9.4,"16,822,839,620",-40.7,"-6,069,185"
2002?8?,??,"16,944,194",-16.3,"5,257,039,085",-53.3,"23,969,761",9.9,"19,085,969,677",-38.2,"-7,025,567"
2002?9?,??,"19,091,335",-16.3,"5,793,589,350",-53.7,"27,004,792",10.2,"21,482,758,016",-35.0,"-7,913,457"
2002?10?,??,"21,515,946",-13.9,"6,425,411,961",-52.8,"30,361,469",11.5,"24,272,016,033",-31.1,"-8,845,523"
2002?11?,??,"23,759,261",-12.4,"7,021,700,763",-52.0,"33,558,497",12.0,"26,748,001,673",-29.0,"-9,799,236"
2002?12?,??,"25,862,921",-11.3,"7,589,378,223",-50.9,"36,880,207",12.1,"29,196,894,447",-27.0,"-11,017,286"
2025?,??,"35,210,923",-7.5,"21,784,754,202",-2.1,"19,539,952",-3.4,"21,282,546,212",-3.6,"15,670,971"
2025?1?,??,"6,433,817",-16.2,"4,064,596,081",-8.0,"4,306,443",7.3,"4,833,248,246",5.2,"2,127,374"
2025?2?,??,"13,280,015",-11.0,"8,371,264,997",-4.6,"7,848,851",0.3,"8,730,531,853",-3.1,"5,431,164"
2025?3?,??,"21,152,675",-5.9,"12,871,097,388",-3.5,"11,713,719",1.8,"12,786,671,197",-2.6,"9,438,956"
2025?4?,??,"28,383,355",-5.3,"17,462,984,042",-1.1,"15,629,585",0.0,"16,999,289,143",-2.5,"12,753,770"
2025?5?,??,"35,210,923",-7.5,"21,784,754,202",-2.1,"19,539,952",-3.4,"21,282,546,212",-3.6,"15,670,971"
2024?,??,"88,131,192",0.9,"52,629,908,893",9.3,"47,146,853",4.7,"51,167,838,776",6.9,"40,984,339"
2024?1?,??,"7,673,094",19.1,"4,416,988,803",18.6,"4,014,595",4.4,"4,592,238,614",17.5,"3,658,499"
2024?2?,??,"14,927,966",5.6,"8,772,369,492",9.7,"7,828,652",1.1,"9,011,741,016",13.9,"7,099,314"
2024?3?,??,"22,481,692",5.2,"13,331,382,980",9.5,"11,504,660",-1.9,"13,132,779,036",7.0,"10,977,032"
2024?4?,??,"29,967,032",4.4,"17,653,685,271",9.4,"15,628,126",0.6,"17,436,689,442",7.0,"14,338,906"
2024?5?,??,"38,063,747",7.1,"22,252,646,742",10.2,"20,238,034",5.6,"22,069,538,898",9.8,"17,825,713"
2024?6?,??,"44,796,688",6.4,"25,977,817,028",12.6,"23,746,051",5.7,"25,748,797,271",10.1,"21,050,637"
2024?7?,??,"51,985,014",6.2,"30,416,637,286",14.6,"27,953,152",8.2,"30,077,496,190",10.2,"24,031,862"
2024?8?,??,"59,342,819",5.4,"35,249,556,262",14.2,"32,332,736",9.5,"34,922,589,717",11.6,"27,010,083"
2024?9?,??,"66,604,152",4.3,"39,844,045,187",12.7,"36,326,331",8.6,"39,193,216,200",10.5,"30,277,821"
2024?10?,??,"73,465,407",2.7,"43,931,894,280",11.7,"40,006,730",7.3,"43,313,100,265",9.7,"33,458,677"
2024?11?,??,"80,233,326",1.8,"47,967,346,096",10.6,"43,340,494",4.8,"47,055,679,403",7.1,"36,892,832"
2024?12?,??,"88,131,192",0.9,"52,629,908,893",9.3,"47,146,853",4.7,"51,167,838,776",6.9,"40,984,339"
2023?,??,"87,364,507",-3.0,"48,132,273,738",-0.9,"45,050,223",-13.7,"47,865,694,828",-4.9,"42,314,284"
2023?1?,??,"6,443,153",-4.2,"3,723,452,556",-6.2,"3,846,843",-11.2,"3,906,776,022",-14.2,"2,596,310"
2023?2?,??,"14,142,810",3.5,"7,994,364,581",2.5,"7,744,073",-1.6,"7,912,068,287",-2.7,"6,398,737"
2023?3?,??,"21,370,659",0.4,"12,178,637,386",3.0,"11,728,069",-4.8,"12,276,629,776",-0.3,"9,642,590"
2023?4?,??,"28,710,411",-3.0,"16,140,705,499",-0.6,"15,538,345",-12.0,"16,289,346,382",-5.1,"13,172,066"
2023?5?,??,"35,556,595",-5.8,"20,200,547,163",-1.3,"19,170,472",-14.5,"20,098,646,804",-6.3,"16,386,123"
2023?6?,??,"42,099,376",-5.7,"23,080,492,383",-2.5,"22,474,596",-14.7,"23,384,727,538",-5.9,"19,624,780"
2023?7?,??,"48,940,190",-7.6,"26,544,354,878",-5.1,"25,824,930",-17.1,"27,297,204,427",-5.7,"23,115,260"
2023?8?,??,"56,276,339",-7.2,"30,859,285,299",-5.3,"29,530,530",-17.8,"31,300,670,274",-7.3,"26,745,809"
2023?9?,??,"63,870,740",-5.8,"35,353,098,023",-3.8,"33,462,488",-17.2,"35,455,431,360",-6.7,"30,408,252"
2023?10?,??,"71,532,124",-4.4,"39,345,922,103",-2.4,"37,276,903",-15.2,"39,472,185,993",-5.2,"34,255,221"
2023?11?,??,"78,823,165",-3.6,"43,389,300,064",-1.6,"41,348,502",-13.7,"43,942,008,656",-3.9,"37,474,663"
2023?12?,??,"87,364,507",-3.0,"48,132,273,738",-0.9,"45,050,223",-13.7,"47,865,694,828",-4.9,"42,314,284"
2022?,??,"90,093,463",21.3,"48,570,295,463",9.1,"52,180,003",28.2,"50,306,358,419",6.1,"37,913,460"
2022?1?,??,"6,726,781",36.3,"3,969,565,134",40.6,"4,329,919",68.4,"4,552,670,405",33.3,"2,396,862"
2022?2?,??,"13,661,108",35.7,"7,800,246,692",29.9,"7,869,820",53.1,"8,130,824,793",20.1,"5,791,288"
2022?3?,??,"21,287,515",28.3,"11,824,606,445",19.5,"12,317,336",51.7,"12,313,031,782",15.8,"8,970,179"
2022?4?,??,"29,607,936",29.5,"16,235,686,155",17.6,"17,657,924",51.5,"17,169,277,709",15.9,"11,950,012"
2022?5?,??,"37,764,392",31.3,"20,456,538,220",16.3,"22,429,463",51.3,"21,444,804,206",13.8,"15,334,929"
2022?6?,??,"44,641,277",26.1,"23,665,616,379",11.1,"26,335,054",43.5,"24,852,566,189",7.9,"18,306,223"
2022?7?,??,"52,970,673",25.7,"27,960,880,151",10.8,"31,166,249",40.4,"28,960,087,253",7.4,"21,804,424"
2022?8?,??,"60,617,313",27.0,"32,572,606,737",13.1,"35,923,811",40.8,"33,780,775,065",9.0,"24,693,502"
2022?9?,??,"67,835,415",26.0,"36,742,656,436",12.4,"40,430,029",39.4,"37,986,723,379",8.4,"27,405,386"
2022?10?,??,"74,799,859",23.8,"40,325,319,942",10.6,"43,974,158",33.7,"41,625,863,070",6.3,"30,825,701"
2022?11?,??,"81,804,629",22.3,"44,097,631,420",9.6,"47,920,752",31.4,"45,713,168,267",6.3,"33,883,877"
2022?12?,??,"90,093,463",21.3,"48,570,295,463",9.1,"52,180,003",28.2,"50,306,358,419",6.1,"37,913,460"
2021?,??,"74,268,500",32.4,"44,532,977,217",-6.0,"40,695,625",43.9,"47,418,105,568",3.1,"33,572,875"
2021?1?,??,"4,936,480",-11.0,"2,823,492,446",-36.0,"2,571,939",-11.8,"3,414,912,583",-13.8,"2,364,541"
2021?2?,??,"10,066,401",-2.1,"6,003,605,365",-28.6,"5,138,727",-6.4,"6,770,956,427",-11.5,"4,927,674"
2021?3?,??,"16,588,309",5.8,"9,892,032,779",-25.3,"8,119,069",0.4,"10,632,630,240",-8.1,"8,469,240"
2021?4?,??,"22,863,028",15.4,"13,803,581,532",-23.7,"11,656,020",11.5,"14,816,793,050",-4.6,"11,207,008"
2021?5?,??,"28,758,596",23.9,"17,592,051,079",-17.9,"14,829,238",20.9,"18,851,743,111",-3.5,"13,929,358"
2021?6?,??,"35,391,808",31.2,"21,296,580,919",-14.0,"18,351,546",30.9,"23,028,146,390",0.3,"17,040,262"
2021?7?,??,"42,128,226",33.4,"25,226,968,204",-12.2,"22,193,420",34.8,"26,969,063,173",-0.5,"19,934,806"
2021?8?,??,"47,713,393",34.3,"28,800,543,747",-11.8,"25,513,317",38.3,"30,991,376,122",1.3,"22,200,076"
2021?9?,??,"53,826,257",31.3,"32,684,007,316",-11.3,"29,009,131",39.7,"35,053,297,498",3.6,"24,817,126"
2021?10?,??,"60,416,252",32.1,"36,450,846,935",-9.4,"32,895,036",42.5,"39,165,505,715",3.5,"27,521,216"
2021?11?,??,"66,897,232",31.7,"40,244,586,867",-7.6,"36,459,907",43.8,"43,022,714,534",3.9,"30,437,325"
2021?12?,??,"74,268,500",32.4,"44,532,977,217",-6.0,"40,695,625",43.9,"47,418,105,568",3.1,"33,572,875"
2020?,??,"56,090,726",-19.3,"47,363,851,116",-10.1,"28,285,839",-13.6,"46,001,016,550",0.7,"27,804,887"
2020?1?,??,"5,546,168",-4.9,"4,408,573,244",-13.6,"2,917,066",-1.7,"3,961,414,986",1.3,"2,629,102"
2020?2?,??,"10,280,923",-5.1,"8,410,848,071",-6.6,"5,488,345",0.2,"7,654,564,340",0.0,"4,792,578"
2020?3?,??,"15,676,957",-5.1,"13,243,263,255",5.7,"8,085,462",5.3,"11,573,746,541",10.7,"7,591,495"
2020?4?,??,"19,820,463",-13.8,"18,086,717,690",5.9,"10,449,630",-0.1,"15,537,985,680",9.0,"9,370,833"
2020?5?,??,"23,207,880",-21.1,"21,427,751,540",-2.7,"12,263,577",-8.6,"19,528,879,103",6.9,"10,944,303"
2020?6?,??,"26,980,874",-23.5,"24,769,464,936",-6.0,"14,024,840",-13.5,"22,959,519,955",3.8,"12,956,034"
2020?7?,??,"31,590,752",-23.3,"28,720,663,971",-7.7,"16,468,741",-14.1,"27,113,865,984",3.1,"15,122,011"
2020?8?,??,"35,522,095",-24.2,"32,653,497,200",-8.6,"18,447,259",-15.7,"30,598,350,946",1.3,"17,074,836"
2020?9?,??,"41,007,879",-21.4,"36,859,022,988",-7.7,"20,768,587",-14.8,"33,827,299,854",0.2,"20,239,292"
2020?10?,??,"45,737,668",-21.4,"40,228,809,569",-9.4,"23,088,392",-15.5,"37,824,710,451",0.0,"22,649,276"
2020?11?,??,"50,786,159",-20.0,"43,544,923,876",-9.7,"25,345,995",-15.5,"41,416,533,427",-0.8,"25,440,164"
2020?12?,??,"56,090,726",-19.3,"47,363,851,116",-10.1,"28,285,839",-13.6,"46,001,016,550",0.7,"27,804,887"
2019?,??,"69,530,068",-0.9,"52,681,631,583",0.0,"32,742,207",-9.1,"45,697,903,525",-2.9,"36,787,861"
2019?1?,??,"5,830,581",9.4,"5,102,057,704",20.5,"2,966,896",-0.5,"3,909,960,976",-1.8,"2,863,685"
2019?2?,??,"10,835,578",-2.4,"9,004,383,827",6.4,"5,478,037",-7.9,"7,655,379,364",-4.9,"5,357,541"
2019?3?,??,"16,521,519",2.2,"12,534,529,795",3.3,"7,677,384",-9.8,"10,453,644,537",-9.1,"8,844,135"
2019?4?,??,"22,998,347",5.8,"17,072,601,447",5.9,"10,457,490",-6.3,"14,255,944,040",-3.3,"12,540,857"
2019?5?,??,"29,430,122",6.7,"22,017,817,492",7.5,"13,421,174",-4.2,"18,263,066,262",-1.2,"16,008,948"
2019?6?,??,"35,260,949",6.4,"26,349,931,841",6.8,"16,208,775",-6.9,"22,122,019,930",-3.1,"19,052,174"
2019?7?,??,"41,190,105",4.3,"31,101,958,922",6.4,"19,174,878",-5.9,"26,296,878,782",-1.9,"22,015,227"
2019?8?,??,"46,870,359",2.9,"35,730,661,659",5.1,"21,887,313",-7.4,"30,204,796,154",-3.1,"24,983,046"
2019?9?,??,"52,166,924",1.4,"39,923,752,367",3.2,"24,382,022",-7.8,"33,759,723,686",-3.2,"27,784,902"
2019?10?,??,"58,182,561",-0.2,"44,381,268,861",1.8,"27,331,901",-8.4,"37,833,933,244",-3.2,"30,850,660"
2019?11?,??,"63,469,552",-1.4,"48,228,478,367",0.4,"29,992,355",-9.8,"41,737,540,214",-3.4,"33,477,197"
2019?12?,??,"69,530,068",-0.9,"52,681,631,583",0.0,"32,742,207",-9.1,"45,697,903,525",-2.9,"36,787,861"
2018?,??,"70,126,636",5.1,"52,659,487,803",-0.7,"36,038,205",19.1,"47,070,121,062",2.0,"34,088,431"
2018?1?,??,"5,327,709",7.8,"4,235,722,265",-2.2,"2,980,873",23.5,"3,980,065,681",11.6,"2,346,836"
2018?2?,??,"11,103,076",4.1,"8,463,583,114",-1.8,"5,948,732",20.3,"8,045,974,216",8.4,"5,154,344"
2018?3?,??,"16,164,731",-4.1,"12,131,783,592",-9.7,"8,509,814",14.0,"11,501,621,745",4.3,"7,654,917"
2018?4?,??,"21,737,593",-5.6,"16,126,945,202",-9.3,"11,163,287",15.0,"14,742,491,509",3.2,"10,574,306"
2018?5?,??,"27,578,032",-3.8,"20,487,790,369",-7.3,"14,011,700",12.1,"18,482,574,662",-2.1,"13,566,332"
2018?6?,??,"33,128,424",-2.9,"24,672,954,601",-5.9,"17,402,043",15.9,"22,831,732,695",-0.3,"15,726,381"
2018?7?,??,"39,489,969",0.0,"29,237,111,705",-4.0,"20,367,819",17.1,"26,810,122,547",0.4,"19,122,150"
2018?8?,??,"45,570,449",2.9,"34,005,902,422",-3.4,"23,646,751",18.9,"31,156,577,437",1.0,"21,923,698"
2018?9?,??,"51,423,337",-1.5,"38,682,833,495",-5.9,"26,441,410",16.6,"34,879,466,545",-0.7,"24,981,927"
2018?10?,??,"58,290,663",4.0,"43,577,332,082",-1.1,"29,849,451",20.2,"39,064,543,100",1.9,"28,441,212"
2018?11?,??,"64,350,786",4.8,"48,013,115,536",-1.1,"33,237,914",21.5,"43,223,546,878",2.9,"31,112,872"
2018?12?,??,"70,126,636",5.1,"52,659,487,803",-0.7,"36,038,205",19.1,"47,070,121,062",2.0,"34,088,431"
2017?,??,"66,699,541",2.2,"53,026,554,448",0.8,"30,269,083",9.3,"46,130,943,073",-0.7,"36,430,458"
2017?1?,??,"4,942,611",11.6,"4,331,539,336",4.9,"2,413,671",10.8,"3,567,524,840",5.6,"2,528,940"
2017?2?,??,"10,668,248",25.3,"8,615,148,792",3.0,"4,945,742",18.3,"7,422,956,606",-0.2,"5,722,506"
2017?3?,??,"16,847,341",17.5,"13,436,470,397",6.4,"7,464,604",18.8,"11,031,882,377",-2.7,"9,382,737"
2017?4?,??,"23,024,551",11.9,"17,788,859,597",-1.3,"9,709,233",11.6,"14,288,105,093",-8.1,"13,315,318"
2017?5?,??,"28,681,750",11.7,"22,105,665,393",-0.7,"12,503,641",13.2,"18,881,650,368",-3.2,"16,178,109"
2017?6?,??,"34,129,264",6.1,"26,212,200,798",-1.7,"15,014,242",12.4,"22,895,704,245",-0.8,"19,115,022"
2017?7?,??,"39,488,727",5.0,"30,463,804,383",-3.9,"17,398,154",9.6,"26,713,409,887",-2.0,"22,090,573"
2017?8?,??,"44,299,653",2.3,"35,199,077,191",-2.0,"19,884,733",9.0,"30,839,751,244",-1.6,"24,414,920"
2017?9?,??,"52,190,059",8.1,"41,099,930,626",1.5,"22,680,303",10.5,"35,137,315,147",0.5,"29,509,756"
2017?10?,??,"56,065,211",5.3,"44,060,956,546",-0.6,"24,841,485",8.9,"38,324,250,237",-0.4,"31,223,726"
2017?11?,??,"61,416,748",3.1,"48,550,187,363",0.3,"27,357,697",8.1,"41,997,052,906",-0.6,"34,059,051"
2017?12?,??,"66,699,541",2.2,"53,026,554,448",0.8,"30,269,083",9.3,"46,130,943,073",-0.7,"36,430,458"
2016?,??,"65,259,332",-10.5,"52,586,877,503",-0.2,"27,700,980",-14.7,"46,459,712,405",3.9,"37,558,352"
2016?1?,??,"4,427,369",-20.0,"4,127,899,185",-11.9,"2,177,438",-31.2,"3,378,092,285",-19.3,"2,249,931"
2016?2?,??,"8,513,016",-32.5,"8,360,675,541",-0.7,"4,182,279",-27.0,"7,441,052,001",-4.5,"4,330,737"
2016?3?,??,"14,333,985",-28.3,"12,625,658,155",-3.4,"6,284,724",-25.4,"11,339,503,154",-0.7,"8,049,261"
2016?4?,??,"20,577,501",-21.7,"18,022,736,864",3.8,"8,699,082",-21.2,"15,553,383,373",4.4,"11,878,419"
2016?5?,??,"25,668,462",-19.1,"22,255,770,554",4.3,"11,046,602",-23.2,"19,501,149,588",0.0,"14,621,860"
2016?6?,??,"32,166,197",-16.8,"26,652,855,590",2.7,"13,360,767",-21.5,"23,086,963,325",2.2,"18,805,430"
2016?7?,??,"37,596,979",-16.0,"31,690,476,474",3.5,"15,873,061",-22.0,"27,254,447,808",1.1,"21,723,918"
2016?8?,??,"43,319,553",-12.7,"35,907,713,974",2.3,"18,247,574",-19.2,"31,356,687,889",4.3,"25,071,979"
2016?9?,??,"48,275,492",-12.3,"40,479,123,508",2.4,"20,528,305",-17.2,"34,959,559,197",5.9,"27,747,187"
2016?10?,??,"53,220,904",-11.4,"44,317,583,453",1.4,"22,819,546",-16.9,"38,473,217,207",4.9,"30,401,358"
2016?11?,??,"59,593,222",-11.6,"48,418,551,905",1.1,"25,316,427",-15.1,"42,248,631,718",4.5,"34,276,795"
2016?12?,??,"65,259,332",-10.5,"52,586,877,503",-0.2,"27,700,980",-14.7,"46,459,712,405",3.9,"37,558,352"
2015?,??,"72,907,063",-21.1,"52,673,221,415",-9.6,"32,456,706",-59.3,"44,725,698,577",-48.0,"40,450,357"
2015?1?,??,"5,533,531",-32.6,"4,683,267,404",-9.3,"3,166,814",-57.7,"4,186,835,245",-46.4,"2,366,717"
2015?2?,??,"12,602,832",-16.6,"8,418,698,972",-10.7,"5,729,036",-58.7,"7,788,675,762",-46.1,"6,873,796"
2015?3?,??,"19,997,184",-12.7,"13,076,410,649",-7.4,"8,427,386",-59.8,"11,419,680,874",-48.2,"11,569,798"
2015?4?,??,"26,264,991",-18.7,"17,366,146,232",-11.3,"11,041,278",-60.7,"14,891,790,508",-49.4,"15,223,713"
2015?5?,??,"31,714,625",-21.3,"21,334,409,643",-13.2,"14,376,870",-59.0,"19,501,745,279",-46.5,"17,337,755"
2015?6?,??,"38,683,607",-19.4,"25,953,442,555",-10.3,"17,009,961",-59.1,"22,580,713,881",-47.8,"21,673,646"
2015?7?,??,"44,764,736",-19.2,"30,615,164,491",-9.0,"20,337,114",-58.2,"26,954,345,662",-46.7,"24,427,622"
2015?8?,??,"49,636,646",-21.3,"35,087,772,945",-9.0,"22,575,937",-59.2,"30,053,349,074",-47.7,"27,060,709"
2015?9?,??,"55,026,363",-21.0,"39,535,921,687",-8.1,"24,798,889",-59.9,"33,024,831,456",-48.9,"30,227,474"
2015?10?,??,"60,040,274",-23.0,"43,722,093,352",-9.6,"27,447,156",-59.9,"36,683,614,140",-48.8,"32,593,118"
2015?11?,??,"67,414,171",-21.2,"47,882,803,871",-10.3,"29,835,109",-59.9,"40,428,604,525",-48.9,"37,579,062"
2015?12?,??,"72,907,063",-21.1,"52,673,221,415",-9.6,"32,456,706",-59.3,"44,725,698,577",-48.0,"40,450,357"
2014?,??,"92,400,410",1.0,"58,242,501,121",3.5,"79,739,272",-5.0,"86,069,650,364",0.0,"12,661,138"
2014?1?,??,"8,208,154",3.1,"5,163,206,705",0.1,"7,482,305",-2.3,"7,806,864,759",2.0,"725,849"
2014?2?,??,"15,114,382",-4.4,"9,431,523,912",-5.2,"13,884,754",-5.8,"14,460,010,218",-1.4,"1,229,628"
