month,region,????,?????,????,???????,????,?????,????,???????,????
2015?9?,??,"82,227",16.2,"16,698,132",-24.4,"244,124",11.1,"116,646,270",10.6,"-161,897"
2015?10?,??,"93,103",16.3,"19,055,948",-19.4,"274,135",1.7,"133,308,437",6.8,"-181,032"
2015?11?,??,"106,417",13.2,"23,027,555",-16.3,"300,280",2.9,"152,650,672",13.0,"-193,863"
2015?12?,??,"121,068",13.8,"27,499,989",-9.1,"339,390",4.3,"168,104,882",11.1,"-218,322"
2014?,??,"106,415",3.0,"30,251,608",21.0,"325,533",25.1,"151,279,494",20.2,"-219,118"
2014?1?,??,"8,406",-10.9,"4,561,543",137.1,"28,570",30.1,"13,323,378",57.8,"-20,164"
2014?2?,??,"16,939",-1.7,"8,138,242",126.7,"52,808",36.4,"28,183,516",38.0,"-35,869"
2014?3?,??,"25,834",-0.3,"11,318,400",99.3,"73,273",31.3,"35,873,238",25.2,"-47,439"
2014?4?,??,"33,326",2.2,"14,170,445",85.7,"95,643",23.7,"47,998,340",17.3,"-62,317"
2014?5?,??,"40,825",0.8,"16,051,083",68.6,"120,195",21.9,"59,980,084",12.2,"-79,370"
2014?6?,??,"49,018",6.3,"18,065,280",63.2,"140,553",19.9,"65,388,341",11.6,"-91,535"
2014?7?,??,"55,545",4.8,"19,485,407",57.8,"162,847",14.9,"74,903,330",4.7,"-107,302"
2014?8?,??,"63,178",4.7,"20,686,182",54.1,"192,657",14.6,"95,382,865",18.8,"-129,479"
2014?9?,??,"70,768",6.5,"22,076,010",51.9,"219,708",17.0,"105,459,443",18.1,"-148,940"
2014?10?,??,"80,044",5.0,"23,643,167",46.7,"269,441",29.7,"124,815,796",24.5,"-189,397"
2014?11?,??,"94,020",3.3,"27,518,451",30.7,"291,855",23.9,"135,116,768",17.5,"-197,835"
2014?12?,??,"106,415",3.0,"30,251,608",21.0,"325,533",25.1,"151,279,494",20.2,"-219,118"
2013?,??,"103,285",-4.3,"25,005,960",-4.8,"260,156",-16.3,"125,816,073",-23.6,"-156,871"
2013?1?,??,"9,430",6.1,"1,923,610",-51.0,"21,958",12.4,"8,445,639",-19.9,"-12,528"
2013?2?,??,"17,228",1.7,"3,590,558",-46.8,"38,702",6.1,"20,417,938",10.3,"-21,474"
2013?3?,??,"25,900",1.7,"5,679,192",-34.4,"55,826",3.3,"28,642,319",8.7,"-29,926"
2013?4?,??,"32,611",-1.2,"7,631,059",-28.3,"77,289",4.0,"40,936,047",7.8,"-44,678"
2013?5?,??,"40,494",0.7,"9,519,489",-19.8,"98,614",0.9,"53,454,028",6.6,"-58,120"
2013?6?,??,"46,119",-1.2,"11,067,408",-17.1,"117,216",-9.2,"58,593,282",-3.0,"-71,097"
2013?7?,??,"52,990",-2.8,"12,344,945",-17.4,"141,730",-31.1,"71,518,604",-28.4,"-88,740"
2013?8?,??,"60,335",-2.1,"13,420,422",-17.4,"168,118",-25.5,"80,277,077",-26.0,"-107,783"
2013?9?,??,"66,443",-5.0,"14,533,587",-17.0,"187,804",-24.3,"89,296,247",-30.5,"-121,361"
2013?10?,??,"76,211",-4.9,"16,117,256",-16.3,"207,781",-24.4,"100,255,257",-29.7,"-131,570"
2013?11?,??,"90,988",-2.7,"21,057,304",-9.6,"235,528",-19.0,"114,969,200",-23.0,"-144,540"
2013?12?,??,"103,285",-4.3,"25,005,960",-4.8,"260,156",-16.3,"125,816,073",-23.6,"-156,871"
2012?,??,"107,942",8.2,"26,273,236",-20.2,"310,982",37.3,"164,621,641",57.5,"-203,040"
2012?1?,??,"8,883",3.2,"3,922,012",110.4,"19,528",-0.4,"10,549,368",13.9,"-10,645"
2012?2?,??,"16,935",11.6,"6,752,459",77.6,"36,462",8.8,"18,503,750",4.1,"-19,527"
2012?3?,??,"25,478",11.1,"8,657,706",45.0,"54,030",7.4,"26,360,589",11.8,"-28,552"
2012?4?,??,"32,993",5.5,"10,647,705",-29.7,"74,324",13.1,"37,975,168",13.7,"-41,331"
2012?5?,??,"40,232",4.9,"11,873,430",-36.1,"97,726",13.7,"50,133,425",14.5,"-57,494"
2012?6?,??,"46,670",1.0,"13,354,171",-33.0,"129,104",18.2,"60,426,350",10.5,"-82,434"
2012?7?,??,"54,530",3.9,"14,953,295",-28.0,"205,780",51.3,"99,934,082",55.7,"-151,250"
2012?8?,??,"61,632",3.1,"16,243,592",-25.1,"225,761",44.1,"108,423,690",46.1,"-164,129"
2012?9?,??,"69,928",5.4,"17,502,245",-23.4,"248,035",41.9,"128,435,785",51.1,"-178,107"
2012?10?,??,"80,151",8.4,"19,250,561",-20.6,"274,936",44.4,"142,636,893",58.7,"-194,785"
2012?11?,??,"93,468",9.8,"23,283,280",-16.5,"290,785",42.6,"149,333,552",53.9,"-197,317"
2012?12?,??,"107,942",8.2,"26,273,236",-20.2,"310,982",37.3,"164,621,641",57.5,"-203,040"
2011?,??,"99,735",1.7,"32,937,099",34.0,"226,445",10.1,"104,502,510",-22.1,"-126,710"
2011?1?,??,"8,612",-12.8,"1,864,435",-35.9,"19,603",16.7,"9,263,089",52.5,"-10,991"
2011?2?,??,"15,177",-7.4,"3,802,652",-26.2,"33,522",-10.0,"17,783,330",15.2,"-18,345"
2011?3?,??,"22,935",-4.2,"5,972,508",-29.9,"50,285",-10.6,"23,577,554",-18.3,"-27,350"
2011?4?,??,"31,286",3.1,"15,147,827",42.4,"65,702",-6.2,"33,405,216",-16.5,"-34,416"
2011?5?,??,"38,357",4.9,"18,594,398",49.7,"85,953",-1.6,"43,793,230",-26.9,"-47,596"
2011?6?,??,"46,197",9.5,"19,925,521",46.2,"109,198",3.3,"54,700,093",-27.8,"-63,001"
2011?7?,??,"52,500",7.9,"20,771,457",42.2,"135,985",8.7,"64,168,099",-26.6,"-83,485"
2011?8?,??,"59,804",6.9,"21,676,176",37.9,"156,644",10.6,"74,219,351",-24.2,"-96,840"
2011?9?,??,"66,333",4.3,"22,856,602",36.5,"174,739",13.2,"84,992,394",-21.3,"-108,406"
2011?10?,??,"73,953",1.8,"24,245,958",32.4,"190,380",14.5,"89,868,884",-21.9,"-116,427"
2011?11?,??,"85,109",0.7,"27,889,772",32.3,"203,881",9.8,"97,006,059",-22.1,"-118,772"
2011?12?,??,"99,735",1.7,"32,937,099",34.0,"226,445",10.1,"104,502,510",-22.1,"-126,710"
2010?,??,"98,042",12.2,"24,581,878",-29.4,"205,600",15.6,"134,175,800",12.5,"-107,558"
2010?1?,??,"9,877",39.6,"2,908,359",-29.8,"16,795",50.7,"6,073,325",-12.3,"-6,918"
2010?2?,??,"16,383",28.0,"5,150,711",-25.5,"37,254",39.6,"15,430,834",22.1,"-20,871"
2010?3?,??,"23,939",22.3,"8,519,198",-4.9,"56,265",34.3,"28,873,844",32.9,"-32,326"
2010?4?,??,"30,355",18.3,"10,636,216",-10.9,"70,080",25.0,"40,024,498",25.4,"-39,725"
2010?5?,??,"36,577",18.8,"12,417,344",-8.1,"87,317",21.9,"59,946,383",33.5,"-50,740"
2010?6?,??,"42,193",17.6,"13,631,183",-20.1,"105,697",24.2,"75,719,000",28.6,"-63,504"
2010?7?,??,"48,639",20.7,"14,605,580",-19.7,"125,093",22.0,"87,410,576",26.4,"-76,454"
2010?8?,??,"55,944",19.5,"15,720,801",-26.0,"141,676",22.9,"97,970,594",27.7,"-85,732"
2010?9?,??,"63,625",16.3,"16,748,451",-32.6,"154,324",20.9,"107,993,107",22.4,"-90,699"
2010?10?,??,"72,622",16.1,"18,317,970",-32.1,"166,270",17.2,"115,060,243",15.4,"-93,648"
2010?11?,??,"84,502",15.1,"21,079,860",-30.3,"185,704",18.4,"124,478,161",15.7,"-101,202"
2010?12?,??,"98,042",12.2,"24,581,878",-29.4,"205,600",15.6,"134,175,800",12.5,"-107,558"
2009?,??,"87,384",4.9,"34,801,281",43.2,"177,894",-11.8,"119,251,210",17.8,"-90,510"
2009?1?,??,"7,076",-4.3,"4,140,415",40.1,"11,141",-29.7,"6,923,234",-45.6,"-4,065"
2009?2?,??,"12,802",9.9,"6,915,264",65.4,"26,690",-1.8,"12,635,162",-23.3,"-13,888"
2009?3?,??,"19,577",4.1,"8,959,223",53.2,"41,880",1.9,"21,731,073",-20.4,"-22,303"
2009?4?,??,"25,663",7.0,"11,938,153",52.5,"56,059",-7.4,"31,913,146",-14.3,"-30,396"
2009?5?,??,"30,802",-0.8,"13,515,427",32.1,"71,635",-17.5,"44,887,739",-2.7,"-40,833"
2009?6?,??,"35,872",-2.5,"17,064,523",48.9,"85,109",-19.3,"58,858,962",20.2,"-49,237"
2009?7?,??,"40,311",-1.5,"18,200,032",47.5,"102,497",-20.0,"69,141,559",1.7,"-62,186"
2009?8?,??,"46,806",1.3,"21,252,498",61.2,"115,243",-20.0,"76,727,669",8.7,"-68,437"
2009?9?,??,"54,722",6.2,"24,841,878",75.7,"127,696",-22.7,"88,246,456",13.7,"-72,974"
2009?10?,??,"62,543",4.5,"26,961,520",70.2,"141,891",-21.5,"99,702,969",11.9,"-79,348"
2009?11?,??,"73,411",6.4,"30,257,854",53.7,"156,814",-17.4,"107,612,212",11.3,"-83,403"
2009?12?,??,"87,384",4.9,"34,801,281",43.2,"177,894",-11.8,"119,251,210",17.8,"-90,510"
2008?,??,"83,299",44.0,"24,296,960",33.9,"201,627",11.4,"101,234,458",-54.0,"-118,328"
2008?1?,??,"7,392",11.3,"2,954,760",-19.6,"15,853",-48.7,"12,725,532",-73.4,"-8,461"
2008?2?,??,"11,654",14.1,"4,180,666",-25.8,"27,183",-34.2,"16,476,383",-85.5,"-15,529"
2008?3?,??,"18,806",30.8,"5,848,942",-14.3,"41,108",-26.0,"27,302,892",-81.1,"-22,302"
2008?4?,??,"23,987",40.0,"7,830,196",2.5,"60,527",-12.6,"37,233,201",-76.0,"-36,540"
2008?5?,??,"31,055",56.3,"10,233,267",18.2,"86,863",4.2,"46,125,218",-71.2,"-55,808"
2008?6?,??,"36,783",63.3,"11,461,598",20.2,"105,505",10.5,"48,970,630",-71.0,"-68,722"
2008?7?,??,"40,912",51.7,"12,335,274",19.8,"128,088",14.1,"67,952,412",-62.0,"-87,176"
2008?8?,??,"46,199",45.7,"13,186,130",19.9,"144,114",14.9,"70,569,643",-62.2,"-97,915"
2008?9?,??,"51,531",44.1,"14,140,523",20.5,"165,228",15.6,"77,625,331",-59.9,"-113,697"
2008?10?,??,"59,821",42.5,"15,843,161",23.1,"180,753",14.6,"89,067,464",-56.2,"-120,932"
2008?11?,??,"69,011",39.7,"19,690,009",27.6,"189,777",12.6,"96,663,484",-54.7,"-120,766"
2008?12?,??,"83,299",44.0,"24,296,960",33.9,"201,627",11.4,"101,234,458",-54.0,"-118,328"
2007?,??,"57,830",1.9,"18,147,512",24.3,"180,998",-25.9,"220,305,605",-75.7,"-123,168"
2007?1?,??,"6,644",23.2,"3,675,817",101.3,"30,882",62.7,"47,901,313",294.1,"-24,238"
2007?2?,??,"10,217",11.2,"5,637,160",73.5,"41,294",38.9,"113,991,984",69.5,"-31,077"
2007?3?,??,"14,373",11.2,"6,821,732",62.7,"55,515",31.5,"144,802,288",7.4,"-41,142"
2007?4?,??,"17,136",3.2,"7,635,806",50.3,"69,240",-6.4,"155,273,412",-32.4,"-52,104"
2007?5?,??,"19,873",-2.0,"8,657,886",48.3,"83,398",-9.2,"160,166,729",-53.8,"-63,525"
2007?6?,??,"22,520",-2.0,"9,532,522",50.9,"95,457",-24.3,"168,654,443",-67.4,"-72,937"
2007?7?,??,"26,969",1.1,"10,296,838",46.6,"112,279",-19.4,"178,919,194",-68.4,"-85,310"
2007?8?,??,"31,713",0.2,"10,996,364",45.7,"125,441",-26.9,"186,511,058",-68.9,"-93,728"
2007?9?,??,"35,769",-1.4,"11,737,837",45.6,"142,871",-22.3,"193,539,560",-71.4,"-107,102"
2007?10?,??,"41,981",2.1,"12,868,871",47.8,"157,669",-18.5,"203,312,324",-72.8,"-115,688"
2007?11?,??,"49,402",2.3,"15,435,156",47.6,"168,592",-26.2,"213,581,939",-74.4,"-119,190"
2007?12?,??,"57,830",1.9,"18,147,512",24.3,"180,998",-25.9,"220,305,605",-75.7,"-123,168"
2006?,??,"56,766",-10.3,"14,597,103",-20.4,"244,196",73.2,"904,869,668",21.8,"-187,430"
2006?1?,??,"5,393",-8.6,"1,825,784",-12.7,"18,985",102.6,"12,154,285",-76.8,"-13,592"
2006?2?,??,"9,190",-9.2,"3,249,910",-26.6,"29,728",52.4,"67,243,597",-20.9,"-20,538"
2006?3?,??,"12,926",-22.7,"4,192,688",-44.1,"42,229",12.7,"134,819,019",-27.7,"-29,303"
2006?4?,??,"16,602",-26.1,"5,081,433",-51.1,"73,957",55.2,"229,576,947",3.5,"-57,355"
2006?5?,??,"20,277",-22.5,"5,836,487",-47.5,"91,874",54.0,"346,445,310",30.5,"-71,597"
2006?6?,??,"22,972",-21.4,"6,316,033",-46.0,"126,065",64.0,"517,386,138",55.4,"-103,093"
2006?7?,??,"26,678",-19.0,"7,025,667",-43.4,"139,250",57.9,"566,264,534",25.4,"-112,572"
2006?8?,??,"31,651",-15.9,"7,549,248",-41.9,"171,518",70.2,"599,369,656",21.2,"-139,867"
2006?9?,??,"36,270",-13.2,"8,059,183",-41.5,"183,908",67.6,"677,863,769",20.0,"-147,638"
2006?10?,??,"41,102",-13.9,"8,705,108",-40.6,"193,448",62.0,"748,451,911",15.0,"-152,346"
2006?11?,??,"48,284",-11.2,"10,455,323",-34.8,"228,447",77.7,"833,836,198",17.1,"-180,163"
2006?12?,??,"56,766",-10.3,"14,597,103",-20.4,"244,196",73.2,"904,869,668",21.8,"-187,430"
2005?,??,"63,281",-9.2,"18,342,617",-22.8,"140,977",27.8,"742,659,133",23.7,"-77,696"
2005?1?,??,"5,901",42.3,"2,091,680",29.4,"9,370",37.7,"52,396,917",-24.3,"-3,469"
2005?2?,??,"10,122",1.6,"4,428,689",-15.5,"19,507",44.2,"84,996,945",-22.3,"-9,385"
2005?3?,??,"16,728",11.1,"7,499,595",1.3,"37,474",68.5,"186,379,618",7.9,"-20,746"
2005?4?,??,"22,469",11.1,"10,391,684",19.3,"47,668",52.6,"221,783,390",-16.3,"-25,199"
2005?5?,??,"26,164",6.8,"11,126,392",13.4,"59,665",47.6,"265,396,483",-27.3,"-33,501"
2005?6?,??,"29,228",-11.7,"11,706,799",-12.8,"76,877",55.8,"333,026,974",-17.4,"-47,649"
2005?7?,??,"32,932",-10.2,"12,422,151",-16.5,"88,192",51.4,"451,514,702",4.1,"-55,260"
2005?8?,??,"37,628",-5.6,"12,991,451",-17.1,"100,753",53.0,"494,701,575",11.0,"-63,125"
2005?9?,??,"41,796",-6.9,"13,772,742",-18.8,"109,698",48.0,"564,658,804",23.5,"-67,902"
2005?10?,??,"47,720",-8.6,"14,656,235",-21.6,"119,397",42.1,"650,862,234",35.5,"-71,677"
2005?11?,??,"54,404",-11.0,"16,039,595",-23.8,"128,547",27.6,"711,989,080",28.8,"-74,143"
2005?12?,??,"63,281",-9.2,"18,342,617",-22.8,"140,977",27.8,"742,659,133",23.7,"-77,696"
2004?,??,"69,719",19.0,"23,760,519",10.6,"110,297",-0.3,"600,560,789",-45.7,"-40,578"
2004?1?,??,"4,148",-1.5,"1,616,875",-1.2,"6,805",18.4,"69,250,436",204.8,"-2,657"
2004?2?,??,"9,961",20.7,"5,243,058",70.5,"13,526",19.9,"109,337,379",112.6,"-3,565"
2004?3?,??,"15,054",14.1,"7,399,785",53.9,"22,233",11.9,"172,725,000",36.7,"-7,179"
2004?4?,??,"20,215",11.5,"8,712,486",31.5,"31,238",5.5,"264,930,416",61.7,"-11,023"
2004?5?,??,"24,503",9.8,"9,810,092",19.9,"40,415",5.4,"365,142,789",37.6,"-15,912"
2004?6?,??,"33,087",28.7,"13,425,775",37.7,"49,349",3.7,"403,246,188",-4.7,"-16,262"
2004?7?,??,"36,687",24.9,"14,877,456",37.3,"58,237",-10.0,"433,593,310",-21.7,"-21,550"
2004?8?,??,"39,880",20.1,"15,664,670",18.7,"65,858",-11.3,"445,828,003",-37.2,"-25,978"
2004?9?,??,"44,875",20.2,"16,951,776",19.6,"74,130",-12.9,"457,084,081",-45.2,"-29,255"
2004?10?,??,"52,189",19.1,"18,692,431",18.9,"84,012",-10.3,"480,445,389",-48.9,"-31,823"
2004?11?,??,"61,097",19.8,"21,055,221",13.3,"100,753",-0.9,"552,891,524",-44.0,"-39,656"
2004?12?,??,"69,719",19.0,"23,760,519",10.6,"110,297",-0.3,"600,560,789",-45.7,"-40,578"
2003?,??,"58,578",31.3,"21,490,676",-0.8,"110,649",91.1,"1,106,582,487",192.0,"-52,071"
2003?1?,??,"4,211",-0.1,"1,635,968",-77.7,"5,747",48.8,"22,718,844",-56.5,"-1,536"
2003?2?,??,"8,250",14.1,"3,075,868",-62.2,"11,284",67.2,"51,423,715",-16.0,"-3,034"
2003?3?,??,"13,199",16.7,"4,808,351",-47.0,"19,866",79.0,"126,397,336",29.4,"-6,667"
2003?4?,??,"18,126",20.7,"6,623,377",-34.3,"29,602",92.0,"163,791,607",21.8,"-11,476"
2003?5?,??,"22,311",24.9,"8,183,083",-24.2,"38,356",100.2,"265,325,284",75.3,"-16,045"
2003?6?,??,"25,704",26.1,"9,746,812",-15.8,"47,604",85.7,"423,126,050",134.3,"-21,900"
2003?7?,??,"29,365",28.2,"10,839,566",-14.3,"64,740",122.1,"553,917,075",184.0,"-35,375"
2003?8?,??,"33,219",28.2,"13,193,989",-4.8,"74,266",120.4,"709,875,903",233.2,"-41,047"
2003?9?,??,"37,348",32.8,"14,168,307",-2.6,"85,072",120.2,"834,598,881",261.1,"-47,724"
2003?10?,??,"43,823",32.9,"15,725,030",-1.0,"93,630",118.6,"939,716,847",282.2,"-49,807"
2003?11?,??,"51,011",30.4,"18,580,437",-4.8,"101,628",113.2,"987,501,506",232.6,"-50,617"
2003?12?,??,"58,578",31.3,"21,490,676",-0.8,"110,649",91.1,"1,106,582,487",192.0,"-52,071"
2002?,??,"44,631",-0.2,"21,663,573",41.5,"57,895",-13.4,"379,003,355",64.2,"-13,264"
2002?1?,??,"4,215",40.0,"7,328,784",461.5,"3,863",51.8,"52,235,764",443.1,352
2002?2?,??,"7,230",11.7,"8,142,694",130.3,"6,749",-37.8,"61,224,415",127.7,481
2002?3?,??,"11,310",17.5,"9,072,780",96.0,"11,098",-33.8,"97,685,980",109.8,212
2002?4?,??,"15,018",15.0,"10,075,647",83.0,"15,418",-53.0,"134,521,786",89.5,-400
2002?5?,??,"17,868",12.0,"10,801,014",67.4,"19,155",-54.9,"151,336,693",67.8,"-1,287"
2002?6?,??,"20,377",5.5,"11,580,088",59.8,"25,638",-43.3,"180,615,310",82.7,"-5,261"
2002?7?,??,"22,897",4.0,"12,652,132",55.5,"29,146",-38.7,"195,031,017",82.4,"-6,249"
2002?8?,??,"25,903",2.8,"13,864,378",49.3,"33,697",-35.0,"213,049,585",71.5,"-7,794"
2002?9?,??,"28,130",-0.5,"14,540,795",47.8,"38,627",-29.4,"231,146,754",76.1,"-10,497"
2002?10?,??,"32,963",-0.7,"15,884,204",45.3,"42,830",-26.6,"245,846,226",62.6,"-9,867"
2002?11?,??,"39,121",-0.1,"19,510,520",41.1,"47,665",-23.3,"296,925,927",62.3,"-8,544"
2002?12?,??,"44,631",-0.2,"21,663,573",41.5,"57,895",-13.4,"379,003,355",64.2,"-13,264"
2025?,??,"34,069,027",-3.6,"9,011,589,354",-0.4,"15,971,459",-6.5,"29,269,033,587",-9.0,"18,097,568"
2025?1?,??,"5,739,892",-9.1,"1,471,898,761",-25.8,"3,356,135",-2.3,"7,195,481,408",10.5,"2,383,757"
2025?2?,??,"12,093,491",-7.7,"3,401,714,452",-7.7,"6,561,923",-1.9,"13,400,781,096",-1.6,"5,531,568"
2025?3?,??,"20,069,392",-4.3,"5,227,620,083",-6.3,"9,819,417",-1.5,"18,685,984,533",-2.7,"10,249,975"
2025?4?,??,"26,456,052",-4.8,"7,273,364,297",-1.8,"12,837,165",-6.5,"23,526,943,181",-7.5,"13,618,887"
2025?5?,??,"34,069,027",-3.6,"9,011,589,354",-0.4,"15,971,459",-6.5,"29,269,033,587",-9.0,"18,097,568"
2024?,??,"92,605,587",16.6,"21,476,084,796",11.5,"41,137,606",0.8,"79,565,349,817",3.0,"51,467,981"
2024?1?,??,"6,316,679",13.7,"1,984,700,176",18.4,"3,433,874",-7.1,"6,509,103,820",1.4,"2,882,805"
2024?2?,??,"13,101,190",15.9,"3,683,952,922",11.0,"6,687,920",-9.7,"13,621,818,255",3.1,"6,413,270"
2024?3?,??,"20,980,694",12.1,"5,579,303,841",12.9,"9,969,055",-12.3,"19,200,722,048",-5.8,"11,011,639"
2024?4?,??,"27,795,607",13.6,"7,403,787,689",13.8,"13,727,724",-6.5,"25,446,582,534",-0.4,"14,067,883"
2024?5?,??,"35,357,334",15.3,"9,051,471,155",9.4,"17,076,481",-6.7,"32,170,067,271",1.7,"18,280,853"
2024?6?,??,"43,817,252",14.6,"10,510,195,805",4.6,"20,734,972",-4.2,"39,107,064,778",2.4,"23,082,280"
2024?7?,??,"51,476,014",15.5,"12,531,156,111",7.3,"24,191,376",-0.9,"46,263,053,722",3.6,"27,284,638"
2024?8?,??,"59,419,086",16.3,"14,424,357,387",12.3,"27,925,555",2.5,"53,526,803,484",5.2,"31,493,531"
2024?9?,??,"68,184,964",17.7,"16,230,923,686",16.0,"31,343,746",3.6,"60,309,377,453",5.6,"36,841,218"
2024?10?,??,"75,407,943",16.6,"17,896,228,871",13.4,"34,533,775",2.5,"66,263,506,085",4.9,"40,874,168"
2024?11?,??,"83,232,596",16.2,"19,557,071,292",11.8,"37,836,094",1.4,"72,889,129,955",3.6,"45,396,502"
2024?12?,??,"92,605,587",16.6,"21,476,084,796",11.5,"41,137,606",0.8,"79,565,349,817",3.0,"51,467,981"
2023?,??,"79,393,127",-26.1,"19,261,480,139",-5.9,"40,820,852",-19.7,"77,228,595,352",-4.3,"38,572,275"
2023?1?,??,"5,556,942",-39.5,"1,675,814,288",-2.9,"3,694,825",-5.0,"6,418,620,351",-13.1,"1,862,117"
2023?2?,??,"11,299,353",-37.5,"3,319,330,025",0.1,"7,405,555",-4.6,"13,212,401,794",-8.0,"3,893,798"
2023?3?,??,"18,708,128",-35.3,"4,940,322,652",-5.4,"11,372,696",-5.6,"20,378,678,074",-1.4,"7,335,432"
2023?4?,??,"24,463,610",-36.3,"6,508,579,763",-4.3,"14,684,512",-9.0,"25,543,601,331",-3.4,"9,779,098"
2023?5?,??,"30,658,602",-36.1,"8,271,348,782",-0.4,"18,295,711",-9.9,"31,622,174,585",-2.4,"12,362,891"
2023?6?,??,"38,239,234",-33.2,"10,048,383,581",1.5,"21,636,062",-14.0,"38,193,037,716",-5.0,"16,603,172"
2023?7?,??,"44,549,391",-32.4,"11,674,480,905",0.0,"24,411,899",-19.5,"44,644,579,921",-6.6,"20,137,492"
2023?8?,??,"51,110,715",-31.9,"12,849,566,545",-6.7,"27,247,898",-22.7,"50,867,043,190",-7.4,"23,862,817"
2023?9?,??,"57,952,765",-31.3,"13,993,919,580",-10.5,"30,262,687",-22.6,"57,089,010,387",-6.6,"27,690,078"
2023?10?,??,"64,648,133",-30.4,"15,783,153,718",-9.0,"33,690,081",-21.7,"63,183,384,586",-5.8,"30,958,052"
2023?11?,??,"71,616,059",-28.6,"17,491,365,310",-7.2,"37,319,246",-20.4,"70,382,396,433",-4.7,"34,296,813"
2023?12?,??,"79,393,127",-26.1,"19,261,480,139",-5.9,"40,820,852",-19.7,"77,228,595,352",-4.3,"38,572,275"
2022?,??,"107,495,292",3.2,"20,472,990,313",-1.2,"50,849,443",36.5,"80,722,443,435",0.7,"56,645,849"
2022?1?,??,"9,181,162",30.2,"1,725,284,301",15.2,"3,887,369",76.2,"7,382,940,794",33.2,"5,293,793"
2022?2?,??,"18,069,584",29.2,"3,316,259,808",2.8,"7,760,511",58.8,"14,358,839,854",17.3,"10,309,073"
2022?3?,??,"28,937,413",31.1,"5,222,775,328",-3.1,"12,046,113",55.3,"20,660,814,852",10.1,"16,891,300"
2022?4?,??,"38,409,293",29.1,"6,802,599,648",-7.7,"16,144,744",48.5,"26,431,988,943",5.2,"22,264,549"
2022?5?,??,"47,990,888",26.5,"8,304,651,264",-8.0,"20,295,245",47.9,"32,385,616,807",3.4,"27,695,643"
2022?6?,??,"57,269,944",22.3,"9,895,614,256",-4.7,"25,155,979",49.4,"40,183,826,809",6.3,"32,113,965"
2022?7?,??,"65,887,746",18.6,"11,671,391,697",-3.1,"30,317,370",51.1,"47,824,072,785",4.1,"35,570,376"
2022?8?,??,"75,037,058",15.5,"13,773,474,688",1.2,"35,261,026",50.3,"54,915,183,560",3.2,"39,776,032"
2022?9?,??,"84,388,390",12.5,"15,644,115,276",1.7,"39,092,119",46.6,"61,128,982,344",0.1,"45,296,271"
2022?10?,??,"92,880,288",10.5,"17,338,666,768",0.8,"43,026,773",43.5,"67,089,625,593",-0.5,"49,853,515"
2022?11?,??,"100,319,255",6.8,"18,851,306,381",-0.4,"46,883,019",40.4,"73,890,817,573",1.1,"53,436,236"
2022?12?,??,"107,495,292",3.2,"20,472,990,313",-1.2,"50,849,443",36.5,"80,722,443,435",0.7,"56,645,849"
2021?,??,"104,119,537",30.8,"20,727,193,928",5.5,"37,245,634",40.8,"80,172,164,144",-0.5,"66,873,903"
2021?1?,??,"7,050,946",12.9,"1,497,090,018",-17.6,"2,206,790",-33.1,"5,542,339,151",-28.7,"4,844,156"
2021?2?,??,"13,988,583",12.3,"3,225,234,657",-10.4,"4,887,558",-17.0,"12,236,745,034",-11.3,"9,101,025"
2021?3?,??,"22,078,187",13.1,"5,391,432,598",-1.9,"7,756,352",-9.2,"18,758,676,870",-8.1,"14,321,835"
2021?4?,??,"29,745,067",20.0,"7,373,038,949",9.4,"10,872,519",4.4,"25,129,743,655",-4.5,"18,872,548"
2021?5?,??,"37,922,825",24.3,"9,029,469,893",17.4,"13,725,676",15.4,"31,320,178,394",-1.7,"24,197,149"
2021?6?,??,"46,838,384",27.0,"10,387,817,139",11.5,"16,835,573",23.3,"37,807,542,982",-2.6,"30,002,811"
2021?7?,??,"55,564,946",29.8,"12,042,191,330",8.9,"20,060,926",27.8,"45,948,632,198",-1.2,"35,504,020"
2021?8?,??,"64,973,712",31.5,"13,605,889,286",6.8,"23,455,523",33.5,"53,190,591,971",0.7,"41,518,189"
2021?9?,??,"75,033,051",31.4,"15,384,912,354",5.7,"26,657,398",34.6,"61,052,081,029",1.3,"48,375,653"
2021?10?,??,"84,016,603",30.9,"17,195,790,118",5.9,"29,984,667",36.6,"67,403,238,278",0.2,"54,031,936"
2021?11?,??,"93,969,652",31.4,"18,931,694,824",5.7,"33,387,192",39.2,"73,053,723,210",-0.2,"60,582,460"
2021?12?,??,"104,119,537",30.8,"20,727,193,928",5.5,"37,245,634",40.8,"80,172,164,144",-0.5,"66,873,903"
2020?,??,"79,571,959",-0.5,"19,652,007,386",-14.1,"26,446,507",-23.8,"80,609,734,094",-10.7,"53,125,452"
2020?1?,??,"6,244,422",-0.1,"1,817,829,657",-17.8,"3,296,510",6.8,"7,777,597,581",-10.0,"2,947,912"
2020?2?,??,"12,452,888",3.9,"3,600,143,534",-6.2,"5,889,561",0.8,"13,796,843,996",-15.3,"6,563,327"
2020?3?,??,"19,520,230",3.9,"5,493,533,405",-3.6,"8,539,256",-0.7,"20,410,284,016",-9.0,"10,980,974"
2020?4?,??,"24,782,677",-4.1,"6,738,487,274",-16.1,"10,418,594",-11.8,"26,320,607,248",-12.3,"14,364,083"
2020?5?,??,"30,520,763",-4.2,"7,690,678,765",-20.3,"11,893,731",-17.2,"31,851,765,793",-11.3,"18,627,032"
